pair_id,poem1,poem2,poem1_dataset,poem2_dataset,question1,question1_id,question2,question2_id,question3,question3_id,question4,question4_id
b31737a3-6e74-40ed-8107-e7c36ef7df4b,"bear witness , once my comrades , what a hard-bit gang were we —<br>the servants of the sweep-head , but the masters of the sea !<br>by the hands that drove her forward as she plunged and yawed and<br>sheered ,<br>woman , man , or god , or devil , was there anything we feared ?","the day of the world shall come , and the world is free ! <br>i am not longer , my love , <br>and the simple power of all the rest . ” <br>the spirit of the silver",gutenberg,ngram,Which poem looks more like a real poem?,real-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more coherent?,coherent-poem,Which poem is more intense?,intense-poem
50e61853-87c8-4a41-b545-7c0ee2a037c6,"and when the child grew strive ,<br>and all the anguish become man .<br>we use his master<br>to earth and older , has they sink the horns .<br>the river comes , now still far , still comes clear ,<br>hear the clear feels","the day of the world shall come , and the world is free ! <br>i am not longer , my love , <br>and the simple power of all the rest . ” <br>the spirit of the silver",lstm,ngram,Which poem is more coherent?,coherent-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem,,
0c93666e-37dd-4acb-8b38-85c15eb1b822,"they are not dead , nor thousands of death ; <br>‘ tis not that the earth is not there . <br>then the same gray fox <br>that cannot be done .","a smoky rock had hung so sternly low<br>and silent, on this towering vale below<br>the forest in track on the natal shore<br>his accents fell, an angel was before",ngram,deepspeare,Which poem moves you emotionally more?,moved-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem looks more like a real poem?,real-poem,,
65c33752-b0c1-4574-8c9b-15271df58a5b,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest and sun","but i advise against resistance. we,<br>the chosen ones of heaven must have kiss.<br>the children must obey and never see,<br>remember nothing. only heaven knows.<br>remember only that, remember. we,<br>however many people suffer blows,<br>believe that only heaven judges me.<br>remember also that the very fact,<br>whoever judges, judges, judges) act.",gpt2,true_poetry,Which poem moves you emotionally more?,moved-poem,Which poem is more readable?,readable-poem,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem
54a0c52a-cc68-4de7-904e-5aa48d686929,"before i finish speaking. even now,<br>without intending to offend you though,<br>behold in this your little chamber how,<br>without intent of evil, i have laid,<br>before yourself, upon the window- pane,<br>before my vision reaches that of shade,<br>the curtains of the darkness which is pain.<br>and truly, i believe that after all,<br>whatever evil follows this i call.","i 've ah , tis yet true reason brings at me <br>“ man man 's look , or else ! myself to thee <br>as ruth and love , beyond the evil lie <br>is then , then spirit meant these heavenly flame",true_poetry,jhamtani,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,Which poem has better rhyming?,rhyming-poem,,
7399bd3e-fd73-4d10-ba92-7bd662e66208,"in the darkness ( right dickens ) of tom-all-alone 's<br>or the morgue out in paris , where tragedy centuples<br>life 's effects by death 's algebra , shakespeare ( malone 's )<br>might have said sleep was murdered — new scholiasts have sent you pills<br>to purge text of him ! bread ? give me — scotticè — scones !","therefore , that pleasures care had past ,<br>when tribute had a war ,<br>getting one man soil<br>to god and devoted through this :<br>come , loving wretch ! that ‘",gutenberg,lstm,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem,,
a81f9641-f028-4d5e-83dd-c83e61d6a73d,"i do not ask , i have no time to wear <br>a little while , as one who falls <br>in the wide world , and all the day <br>to the old woods with her sweet feared .","so is the settled passage of the ground<br>that it might am but to depart so round<br>past is my vow to me, when i must go<br>i must turn from me far away, and no",ngram,deepspeare,Which poem moves you emotionally more?,moved-poem,Which poem do you like more?,liking-poem,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem
6a0ba069-81db-47f2-9802-7fd01056d68e,"she swaying a fly in victory ,<br>she , the woodland earth is blossoms<br>they passed will , then , were captive dusk ,<br>all the them in their beneath one blast to the water in his clear<br>that nobler thro : ‘ stir<br>thou earnest , mean","he did i answer “ under pray ,<br>the rocks , the frosty clouds we christian dwell beneath the watch ;<br>where they may sing their burden — dinner to-day —<br>but let us stand on its control",lstm,lstm,Which poem do you like more?,liking-poem,Which poem looks more like a real poem?,real-poem,Which poem moves you emotionally more?,moved-poem,,
36c10928-20cf-4147-a8d6-598ce5442cb4,"but never over small wood keenly lay <br>who lives then feel , and dare not for her eyes <br>when smooth the hills and darken the joyful wall <br>and fill with bended graces at their wit","‘ tis well i know that i am young ; <br>i have lived in a little while , <br>and i think , ‘ tis not . ’ <br>‘ it is not for the right . sat and",jhamtani,ngram,Which poem is more comprehensible?,comprehensible-poem,Which poem is more readable?,readable-poem,Which poem looks more like a real poem?,real-poem,,
30da9c1d-641d-4d08-aae0-748cefaf5d47,"or , if you will , thrusting me beneath your clothing ,<br>where i may feel the throbs of your heart , or rest upon your hip ,<br>carry me when you go forth over land or sea ;<br>for thus , merely touching you , is enough — is best ,<br>and thus , touching you , would i silently sleep , and be carried eternally .","remember smiling lips were barely squeezing ! <br>but such a thousand sexy fingertips ! <br>no one was standing there completely leaning, <br>and touching me with any finger tips. <br><br>so very gently having easy kissing, <br>afraid of being old enough to tease ! <br>or maybe never ever really slipping ! <br>too busy falling on my hands and knees.",gutenberg,hafez,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem,Which poem is more readable?,readable-poem,,
94e089b7-d39f-47a4-a678-ef6eaa0dbf8c,"it was the merest chance we met :<br>i could not find a word to say ,<br>and she was silent too — and yet<br>for hand and lips i dared to pray —<br>and margaret did not say me nay .","unless invited, into any house,<br>however wealthy, which has never. no.<br>however many people are to mouse.<br>however many servants to insure.<br>however many curtains to divide.<br>unless. however many horses) sure,<br>however often you invite the bride,<br>however many children she has. she.<br>unless she has enough. to. cover me.",gutenberg,true_poetry,Which poem do you like more?,liking-poem,Which poem is more readable?,readable-poem,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem
24363c8e-9521-4854-82f7-36e256a29558,"with seven hundred thousand dollar dues. <br>i hope they never use their own discretion, <br>or even other public sporting news ! <br>not those who ever had a great exception. <br><br>but when we really need obtain permission, <br>for any unconditional election ! <br>the slightest use of felony conviction ! <br>another lesson from an old profession.","i never even lifted my guitar.<br>sometimes, however. i believe in leave.<br>and freedom. also, being naked) are,<br>according to tradition. i believe,<br>according to tradition, naked means,<br>in ancient egypt. naked means the eve.<br>the evening after. also also beans.<br>according to tradition also. beans.<br>because, again. tradition. it has means.",hafez,true_poetry,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,Which poem moves you emotionally more?,moved-poem,,
6f1a1bd0-14aa-4f86-8e3a-043f0d35d8c3,"the evening is , even writing to their light <br>the same , a lily temper far behind <br>waited forth the law , contending on mankind <br>stern their own word , the rein of men commence","than all its shapes, with that enchanted flower<br>and slender shadows of the truth might stand<br>to find a thing replete from fairy power<br>to grant a moment from the master's hand",jhamtani,deepspeare,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,Which poem is more melodious?,melodious-poem,,
9e5293fd-3d07-4fd8-b5ba-a39535656576,"until my mother finally replied, <br>each other night another brother came ! <br>his father had become unsatisfied ! <br>a very little hero soon became. <br><br>and then an evening after day began, <br>he knew what any second life was taking. <br>but then the early morning children ran ! <br>not going back to where they started staying.","wak è d up by god's presence, with a frown<br>the shadow in herself it was begun<br>and with all on the summer to decay<br>and left me for a little doom away",hafez,deepspeare,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more melodious?,melodious-poem,,
8d093bb9-e417-4672-98e4-e3f48c06dac9,"o , the fair , the earth , the lovely , the sky , <br>when the sea has ceased , and the dark <br>of all the wild vulgar band , <br>and the green leaves of the sun","her mother baby sister cousin peter ! <br>i need another lady named marie ! <br>she really wanna marry eric wieder, <br>and mister davis versus willie g. <br><br>with seven hundred million people sellin, <br>for me to tell his father like rosanna. <br>no one can see how many angels fellin ! <br>i know my little brother mary anna.",ngram,hafez,Which poem looks more like a real poem?,real-poem,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem,,
51bd4bc0-33c2-42f9-a2ba-4efe37be6c9c,"now urged me lie and — fate .<br>being , i have brave to thee :<br>i know how many things o'er whom held him with a head<br>as she goes by .<br>shall i be running over again , what no , hast ! drop thee then<br>think me","here we are , friends , whole and hale<br>in or through the comet 's tail ;<br>and as far as we can say ,<br>matters are about as they<br>were before .",lstm,gutenberg,Which poem is more comprehensible?,comprehensible-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more melodious?,melodious-poem,Which poem is more readable?,readable-poem
6e90917e-cdde-4043-ae24-0156b8cb074c,"and wilt the god and such as i may see<br>beloved, this is not a spot of this<br>blest is the art with beauty that to kiss<br>that truth can take, but little as to be","bloombergthe castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest proportions to",deepspeare,gpt2,Which poem is more readable?,readable-poem,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,,
c1dedc5c-5f93-42ff-9dbf-3df367bde442,"o lover loved , the day has only gone !<br>in death or life , our love can only go ;<br>never forgotten is the joy we know ,<br>we follow memory when life is done :<br>no wave is lost in all the tides that flow .","but often clouds would veil the sunlight over ,<br>a moment cast a shadow and float by ;<br>so stealthily above our hearts would hover<br>sad thoughts to pause a moment , pass and die ,<br>we knew not why .",gutenberg,gutenberg,Which poem is more coherent?,coherent-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem,,
122a6466-e283-4a43-b23b-a06441ba2d80,"slow-moving moonlight once did pass<br>across the dreaming looking-glass ,<br>where , sunk inviolably deep ,<br>old secrets unforgotten sleep<br>of beauties unforgettable .","it is the word, or such as he who knows<br>to know it is no longer to be they<br>but yet— for what we do come back on us<br>and they have left behind, and pass away",gutenberg,deepspeare,Which poem is more melodious?,melodious-poem,Which poem is more coherent?,coherent-poem,Which poem moves you emotionally more?,moved-poem,,
28f2b9eb-4a44-4ed5-b83a-fb44f8bd1083,i 'll sound yet one more call .<br>they say these courts will spoil a forester .<br>it may be he has missed the way . i 'd give<br>my sword-hand just to hear his jolly bugle<br>answer me .,"in rigorous hours , when down the iron lane<br>the redbreast looks in vain<br>for hips and haws ,<br>lo , shining flowers upon my window-pane<br>the silver pencil of the winter draws .",gutenberg,gutenberg,Which poem is more coherent?,coherent-poem,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,,
09f41895-3be5-454d-9bd7-4f541ec4528d,"i for instance might groan as a bag-pipe groans ,<br>give the flesh of my heart for sharp sorrows to flagellate ,<br>grief might grind my cheeks down , age make sticks of my bones ,<br>( though a queen drowned in tears must be worth more than madge elate )[ 1 ]<br>rose might turn burdock , and pine-apples cones ;","so began thy chains of am tired warm ,<br>and all my future<br>as things were known ; but then like the dreams that die alone ;<br>shall you not thy watched , but with me , i shall bright<br>of sunk 's heavenly charms !",gutenberg,lstm,Which poem is more readable?,readable-poem,Which poem is more coherent?,coherent-poem,Which poem do you like more?,liking-poem,Which poem moves you emotionally more?,moved-poem
a0043779-aa23-4d91-9ff8-ffbc3d5ac262,"with mighty numbers , won from own thy weeds <br>mirror the strong ghastly of this day <br>cloven in the northern hopes of night <br>if heavenly storms beyond all old at last","when the cock crew ! <br>there 's voices in the sky , <br>and the singing of the sky , <br>and the world is still ,",jhamtani,ngram,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem,Which poem is more grammatical?,grammatical-poem
54a0c52a-cc68-4de7-904e-5aa48d686929,"before i finish speaking. even now,<br>without intending to offend you though,<br>behold in this your little chamber how,<br>without intent of evil, i have laid,<br>before yourself, upon the window- pane,<br>before my vision reaches that of shade,<br>the curtains of the darkness which is pain.<br>and truly, i believe that after all,<br>whatever evil follows this i call.","i 've ah , tis yet true reason brings at me <br>“ man man 's look , or else ! myself to thee <br>as ruth and love , beyond the evil lie <br>is then , then spirit meant these heavenly flame",true_poetry,jhamtani,Which poem do you like more?,liking-poem,Which poem is more readable?,readable-poem,Which poem is more melodious?,melodious-poem,Which poem is more intense?,intense-poem
66a53bd6-6cff-4fcb-af8a-46b552de4c65,"nopethe castle of our desire vultures we should defend <br>and dark and silent meant we should dare to pass <br>the verdrespect of the holy grail white <br>the heat washes on the water, and the snow was white <br>her sorrow was the husk of the lipped bowl","but if they guard the hail of a mighty tongue ,<br>or cease thy rolling , but now all the drama thing<br>quaff her voice like watch to say ;<br>“ the happiest creature man , what dull ?<br>shall blaze their bloom ,",gpt2,lstm,Which poem is more coherent?,coherent-poem,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem,,
63f3c1e5-c324-4874-9061-8395c56d5a4e,"spin , spin , belle mergaton !<br>the little good folk the spell they have cast ;<br>by your work well done while the moon hath shone ,<br>ye shall cleave unto joy at last —<br>gigoton , mergaton , spin !","exactly) it is i am saying. you,<br>perhaps you never really wanted) shut,<br>forever. even now you cannot do,<br>without becoming something even worse.<br>because, again. again, i am again,<br>again myself, without distinction( curse,<br>perhaps. i wonder whether you have then,<br>already suffered from the curse of all,<br>becoming something, even, awful small.",gutenberg,true_poetry,Which poem do you like more?,liking-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more melodious?,melodious-poem,Which poem is more readable?,readable-poem
184c7c91-a70e-461a-bc25-910a1001399e,"perhaps: without appeal, or no excuse.<br>without exception, also, any jeans,<br>because they always go on after use.<br>without appeal implies regret, because,<br>without exception: people wear the jeans,<br>because it never happens to be paws,<br>or any other creatures who would) means,<br>without appeal implies regret, because,<br>because they happen always after) pause.","and this sad rose talk ,<br>there 's a certain two lovers shine there ,<br>who ‘ twas like noble ’ this your ways old right ,<br>my hand and god hath heart ”<br>thy longed lets roll<br>its quivering lips , life thinks",true_poetry,lstm,Which poem do you like more?,liking-poem,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem,,
93613672-4d49-41df-88f5-b42cb5891845,"but calmly lay upon her breast<br>and she was not to worship him— he sighed<br>then could he left in map of land, to rest<br>who in the man who wept, and god has died","and all are those , and minster that thou art <br>her absent did suspicion help supplied <br>shall i oft give the sovereign ring of art <br>that burns on me complaining to my heart",deepspeare,jhamtani,Which poem looks more like a real poem?,real-poem,Which poem do you like more?,liking-poem,Which poem is more melodious?,melodious-poem,,
13b3d12d-f08e-410f-b478-87210426db0c,"about the doors of the infernal stone <br>still from its half still tethys 's mighty door <br>as tis choosing ,— when a thought is tied <br>and with thy fame — the season is vaine","to ... clad compassion with me ! ) the monarch they<br>gray , another worm would have to die<br>of memory of thy breast he likes<br>as poverty of men around it away ,<br>the paris instead out and by the soldiers :<br>love , and",jhamtani,lstm,Which poem looks more like a real poem?,real-poem,Which poem do you like more?,liking-poem,Which poem is more comprehensible?,comprehensible-poem,,
2e2be5ac-6aad-4ecb-ac36-07fbe749fcc0,"the joy that i may remember , <br>the heart of my love to thee , <br>while i am the queen of thy golden hair . <br>i have no wish to stay","deep down , concealed within my soul ,<br>that light lies hid from men ;<br>yet glows unquenched — though shadows roll ,<br>its gentle ray cannot control —<br>about the sullen den .",ngram,gutenberg,Which poem is more readable?,readable-poem,Which poem looks more like a real poem?,real-poem,Which poem is more comprehensible?,comprehensible-poem,,
2876aa4b-c3a1-4ab0-8388-aa7ff8a981db,"the world who am it never felt to stay<br>but did not far upon my hand i more<br>and taught to draw behind me from my way<br>i feel the light, and joy is not before","and like the pangs which yet cannot retain<br>a god; but and put gently back again<br>let me much only may i say; but i<br>is it to me not, by a moment, die",deepspeare,deepspeare,Which poem do you like more?,liking-poem,Which poem looks more like a real poem?,real-poem,Which poem is more grammatical?,grammatical-poem,,
5835db61-eaeb-4c31-b52a-edbb8948aae8,"the castle of our desire vultures we should not thought <br>we saw the an abused in the waste of light <br>the heat was great, but we could not hide <br>the fire was dim, but the foxes were spoiled afar <br>the vale of the holy water would not bare","it is the word, or such as he who knows<br>to know it is no longer to be they<br>but yet— for what we do come back on us<br>and they have left behind, and pass away",gpt2,deepspeare,Which poem moves you emotionally more?,moved-poem,Which poem looks more like a real poem?,real-poem,Which poem do you like more?,liking-poem,,
896c55eb-fdd2-45ad-8bfb-a21b2ebd7f2e,"is dark together in the clouds of day<br>but as i saw it looking on at last<br>when storm and thunder till the bitter blast<br>put back, and down on earth, to start away","come in my wealth , and poor — and furious woes <br>the left , and sooth 'd them to the chin his fire <br>god led me with the wonder of ulysses , choked <br>i think of what , o lord , for those which hear",deepspeare,jhamtani,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem looks more like a real poem?,real-poem
49673239-5e02-4e31-9115-d2d82aef3e2a,"blow ! blow ! night 's “ mene tekel ” even now<br>glows on her palace-walls , and she shall pass<br>like the dim vapour from a burnish 'd glass ;<br>and no chill shadows o'er the soul shall go ,<br>borne by each weeping west wind to and fro .","alas, must be enslaved. perhaps the cause,<br>besides that they are so extremely k.<br>directed. i believe, indeed) are oz.<br>directed; meaning rather, being made,<br>directed. therefore i conceive the two,<br>directed always, are of equal grade.<br>but seeing this distinction you might too,<br>perhaps would, fancy, i suppose, that they,<br>directed, always are below. and may.",gutenberg,true_poetry,Which poem looks more like a real poem?,real-poem,Which poem do you like more?,liking-poem,Which poem is more grammatical?,grammatical-poem,,
09cb5d9d-013b-4f32-8118-9ff49e69c16d,"of all the future , trample my bound <br>then patient my eyes ’ parent off this wall <br>as oft we wander through the ruined ranks <br>like , there the dubious move in power of fortune","nay, he is writ, of what the name must fight<br>for he had got his honey on my brow<br>and felt the husband which it never knew<br>and when my heart was always at his might",jhamtani,deepspeare,Which poem is more comprehensible?,comprehensible-poem,Which poem is more readable?,readable-poem,Which poem do you like more?,liking-poem,,
8ad314f5-e722-4c5c-acf0-260cca6246d3,"we need the annal of their course ,<br>their pattern for a guide ,—<br>their armor that temptation quell 'd ,—<br>the beacon-light that forth they held<br>o'er time 's delusive tide .","thou life or love for thee save that thou wilt <br>i take fast eyes , o honour of their strings <br>you say ? poor music streets the artist eye <br>dares thy beams into a bard presented",gutenberg,jhamtani,Which poem is more intense?,intense-poem,Which poem is more readable?,readable-poem,Which poem has better rhyming?,rhyming-poem,,
8747af5a-0e00-4f67-8e54-124b1e0b10b9,"the splendor of the kindling day ,<br>the splendor of the setting sun ,<br>these move my soul to wend its way ,<br>and have done<br>with all we grasp and toil amongst and say .","and those that were good shall be happy : they shall sit in a golden<br>chair ;<br>they shall splash at a ten-league canvas with brushes of comets ’ hair ;<br>they shall find real saints to draw from — magdalene , peter , and paul ;<br>they shall work for an age at a sitting and never be tired at all !",gutenberg,gutenberg,Which poem moves you emotionally more?,moved-poem,Which poem is more melodious?,melodious-poem,Which poem is more intense?,intense-poem,,
d9c5d2b7-4f0e-4aa3-971e-7e8e4115b830,"the shades of night were falling fast ,<br>as through an alpine village passed<br>a youth , who bore , ‘ mid snow and ice ,<br>a banner with the strange device ,<br>excelsior !","the winds are sung , the sunlight is like a dream , <br>the stars are not so blue . <br>[ illustration ] <br>ah , dear mother , i have lost thee now .",gutenberg,ngram,Which poem do you like more?,liking-poem,Which poem is more coherent?,coherent-poem,Which poem is more readable?,readable-poem,Which poem looks more like a real poem?,real-poem
7df3c610-ecb8-4063-9433-d4af540780d6,"a world in life or heart in all her eyes <br>glorious yet sorrow rather than his brow <br>and this most visible so vain is now <br>this love untaught , from self , despite the true","of flowers, flowers, roses. flowers are,<br>indeed. i wonder what he is on room,<br>on sofa? is that fellow sleeping far,<br>or eating something other than dessert?<br>perhaps, beneath the evening skies of ice,<br>he watches us. perhaps the evening( pert,<br>impatient) evening star( perhaps the nice,<br>delicious evening star, perhaps, perhaps,<br>the pleasant evening star perhaps. he taps.",jhamtani,true_poetry,Which poem moves you emotionally more?,moved-poem,Which poem is more intense?,intense-poem,Which poem looks more like a real poem?,real-poem,,
7d8a6c8c-65b0-450c-9100-866f0c6b6dd0,"and while i plucked , upstarted sheer<br>as phantom from the pane thereby<br>a corpse-like countenance , with eye<br>that iced me by its baleful peer -<br>silent , as from a bier . . .","can never post apocalyptic fiction. <br>or maybe only yesterday today ! <br>too busy sitting at nebraska lincoln, <br>and getting money over alan kay. <br><br>a little military strategy, <br>to join my very own biology ! <br>another human plant anatomy, <br>the world with positive psychology.",gutenberg,hafez,Which poem is more readable?,readable-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more intense?,intense-poem,,
f5a9d701-129b-4704-8ec1-7fdeae14ea90,"deliver 'd !— but the crowning hour of fame ,<br>the zenith of a name<br>is ours once only : and he , too just , too stern ,<br>too little englishman ,<br>a nation 's gratitude did not care to earn ,","i saw him in her face; his hands did shod<br>she spake; and i beheld himself, and now<br>knowing thy heart he felt,— shall know the god<br>he looks to tremble it upon his brow",gutenberg,deepspeare,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,,
c2f566d0-0bbf-4112-ab4c-1fdf4d85d118,"saw ye my saviour ? heard ye the glad sound ?<br>felt ye the power of the word ?<br>‘ twas the truth that made us free ,<br>and was found by you and me<br>in the life and the love of our lord .","is dreaming here, perhaps about the mind,<br>about becoming conscious of the true,<br>the beauty of the world, about his kind,<br>about the nature, nature poet, who,<br>like plato, is himself inside the mind,<br>about the nature of the poems) you,<br>the reader, who believe that poets find,<br>or even must, another world inside,<br>perhaps another language even side.",gutenberg,true_poetry,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more comprehensible?,comprehensible-poem,,
