pair_id,poem1,poem2,poem1_dataset,poem2_dataset,question1,question1_id,question2,question2_id,question3,question3_id,question4,question4_id
d24bafd3-0620-49ef-90c9-b69c6341c0e2,"the castle of our desire vultures we should shun <br>and dark elb in the open field <br>by worshippers of dim and tranquil deep <br>the garl and the stones of mroud lincoln, may'st thou nought <br>the heat and burthen of the fields and","some shared a suppliant , their seats contain 'd to brood <br>and crimes like velvet 'd duty to the tree <br>oft through rejected beauty soft and strong <br>the roof , like forest lungs and haughty be",gpt2,jhamtani,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem do you like more?,liking-poem,,
90440fce-d0f1-41fc-a993-a1c5143d5f07,"thine were the calming eyes<br>that round my pinnace could have stilled the sea ,<br>and drawn thy voyager home , and bid him be<br>pure with their pureness , with their wisdom wise ,<br>merged in their light , and greatly lost in thee .","xlthe breed's described : now, with a merrynet <br>and a wintery bier than enough and shall be <br>soon as the moon, as ‘ tis happened, she might <br>that bdin to the bard, and i in the dark <br>under the raven's",gutenberg,gpt2,Which poem moves you emotionally more?,moved-poem,Which poem do you like more?,liking-poem,Which poem is more grammatical?,grammatical-poem,,
7da94831-ea6d-45b0-a4b2-a7b21f522be6,"the blind man to the maiden said ,<br>“ o thou of hearts the truest ,<br>thy countenance is hid from me ;<br>let not my question anger thee !<br>speak , though in words the fewest .","who pray for strife , or muse by fate inspir 'd <br>to trust our council in some requir 'd fight <br>lurk 'd under wounded shores , a neighbouring breast <br>and thus apollo raged , with sacred turn 'd",gutenberg,jhamtani,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,Which poem is more comprehensible?,comprehensible-poem,,
34bd0123-e928-463a-b2a9-cdd6324b5d32,"all wretched both and brought him in the night<br>a pretty youth as wanton in the day<br>she ask'd with garlands by her loving might<br>she took her back, to him who, call'd for they","the castle of our desire vultures we should not thought <br>we saw the anted quarry and lone pen <br>a stranger, undamed, received a child <br>and who the victor, in the castle of the holy grail <br>( sacred water, blush, and minster with its",deepspeare,gpt2,Which poem is more grammatical?,grammatical-poem,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem,,
ac8b01f1-6e0c-4169-bc3d-4b96f46cf992,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he who with his maker knew <br>the gorge with ferns and more desired, he","little girls should learn to knit and to sew ,<br>then if to womanhood they ever grow ,<br>their hose they can knit and make their own dress ,<br>and pathway of life for others they bless .<br>for people will talk .",gpt2,gutenberg,Which poem do you like more?,liking-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more intense?,intense-poem,,
3292758f-c4a8-4aab-9ca8-c9b63c7a09f4,"i saw the red fox leave his lair ,<br>a shaggy shadow , on the knoll ;<br>and tunneling his thoroughfare<br>beneath the soil , i watched the mole —<br>stealth 's own self could not take more care .","life 's a world purpose — be lost ,<br>full peace with nothing but i eyes ; for this bloom brings in no more courage is calling .<br>for the ridge of are the bare proud the bold dreams .<br>in the wild i faded upon the tomb ,",gutenberg,lstm,Which poem do you like more?,liking-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more melodious?,melodious-poem,,
50006f9e-29af-4a3f-86c9-386204aae333,"surrounded by so many trojan women, <br>who wanna travel under savage reader ! <br>no one with only very simple diction ! <br>that early evening standard theatre. <br><br>or mister davis versus dover wilson, <br>or overwhelming popularity. <br>we never really need an old tradition, <br>for me to see my little sister carrie.","favour men ! war let him tries if ‘ me ever away<br>thy will lead me a mine pathway that<br>across radiant from the sun , morn<br>fall , my trust never have a hath passed .<br>love beyond all safe hours ,<br>that we are riding , brother season ,<br>dame claim the",hafez,lstm,Which poem is more grammatical?,grammatical-poem,Which poem do you like more?,liking-poem,Which poem is more readable?,readable-poem,,
26189d72-6292-4980-98a7-177608277059,"but in misty play phantoms ,<br>warm , crowds all around<br>his seat of nature declared 'd ,<br>then she worms i shoulder a hard hand ,<br>she owe to reach i love :<br>good god and if you swear unto our faces<br>or our star in early , are coming ,","perhaps another money could appear. <br>no life for any social mutilation ! <br>we know the only thing became unclear, <br>but yet within an hour of speculation. <br><br>how many other people contradict, <br>this world is really truly highly likely ! <br>to see what happened after cherry picked ! <br>i often wonder when it seems unlikely.",lstm,hafez,Which poem is more grammatical?,grammatical-poem,Which poem is more intense?,intense-poem,Which poem is more melodious?,melodious-poem,,
ef934c2c-d107-4661-8ebd-5b00f2466fd4,"mamma , maybe , does not speak it ,<br>but she prints the thought on velvet ,<br>rosy-hued , with fondest kisses ,<br>when the pink , soft page is lying<br>folded closely to her bosom .","we gotta latin english disco swinger ! <br>she like it really santa ana river, <br>to me that special purple yellow stripper ! <br>some shiny velvet blue exterior. <br><br>i see this very new hotel motel, <br>my lovely sexy little shopping malls. <br>en una calle de la camino del ! <br>with naked fingers through the window stalls.",gutenberg,hafez,Which poem is more intense?,intense-poem,Which poem is more readable?,readable-poem,Which poem looks more like a real poem?,real-poem,,
6c4f2b6e-22c1-4a68-a8ad-9fe72e0cd064,"that people are confused between the two,<br>between you, as the reader, reading ear,<br>within the poem reading poem) do,<br>because of that mistake, do, do! because,<br>because sometimes it happened, even when,<br>because because because, because of pause,<br>because of silence, silence only then,<br>because because because because because,<br>because because, until i cannot) pause.","become surrounded by atlantic highlands ! <br>as any eastern water runs aground. <br>but only very many channel islands, <br>or nothing like another jersey pound. <br><br>no matter where not even goofy disney, <br>we rollin over orange leather colla ! <br>this heavy garrison artillery ! <br>that southern north dakota south dakota.",true_poetry,hafez,Which poem has better rhyming?,rhyming-poem,Which poem do you like more?,liking-poem,Which poem is more readable?,readable-poem,,
9a107234-d6cb-43f9-aeeb-0dd6bcd2f89b,the castle of our desire vultures we must be seen <br>the castle with its dark and silent thought <br>we could not open to the ravish 'd cell <br>it might for our poor hearts some reverend locks may find <br>with mantling crags and night to the beaute,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest elm",gpt2,gpt2,Which poem is more melodious?,melodious-poem,Which poem has better rhyming?,rhyming-poem,Which poem moves you emotionally more?,moved-poem,,
26189d72-6292-4980-98a7-177608277059,"but in misty play phantoms ,<br>warm , crowds all around<br>his seat of nature declared 'd ,<br>then she worms i shoulder a hard hand ,<br>she owe to reach i love :<br>good god and if you swear unto our faces<br>or our star in early , are coming ,","perhaps another money could appear. <br>no life for any social mutilation ! <br>we know the only thing became unclear, <br>but yet within an hour of speculation. <br><br>how many other people contradict, <br>this world is really truly highly likely ! <br>to see what happened after cherry picked ! <br>i often wonder when it seems unlikely.",lstm,hafez,Which poem do you like more?,liking-poem,Which poem is more readable?,readable-poem,Which poem moves you emotionally more?,moved-poem,,
40317fd5-c7b2-4c11-be3a-8281081f3295,"solitary night ! i stand again , the spring <br>earth 's clouds untainted up his anchor birth <br>but none can compass more than , round the birth <br>the eastern hand the foe threw combat there","what sorrow is it; ah! that i must may<br>go back to gentle love?— but that is told<br>our children yet in garlands of the day<br>take off, and left it down, and to behold",jhamtani,deepspeare,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,Which poem is more grammatical?,grammatical-poem,,
64d6e0f7-981f-41a1-a47c-4152c278376d,"he is unable to pronounce the names,<br>and pronoun people using only crimes,<br>unless they are familiar faces games,<br>unless the face itself resembles crimes,<br>unless he wishes to appear refined,<br>refined because his conscience never' times,<br>before he pronoun cases) pronoun mind,<br>his language is confused, his language, he,<br>he cannot think of any other. e.","if that a star hath taught me with my hand<br>and on my spirit, ideal of the land<br>to dwell by colours in the growing air<br>in mind and spot of all things as they are",true_poetry,deepspeare,Which poem is more readable?,readable-poem,Which poem moves you emotionally more?,moved-poem,Which poem looks more like a real poem?,real-poem,,
5ff675ea-ca35-4e2b-b422-06aa96707a2c,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of splendid <br>who pass 'd to the poor and their slaves, in the blaze <br>spat at the inns and the wand","we gotta see computer animation ! <br>they wanna mona lisa polly ann. <br>i know this visual hallucination, <br>are getting better mister bearded man. <br><br>its coming from the very narrow angle ! <br>it puts a new performance on display, <br>to never ever read an alpha channel, <br>what happens when my world is turning gray.",gpt2,hafez,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem do you like more?,liking-poem,,
f301d3f0-2038-43a3-ba1f-ad6cbf3b26a8,"before the third and final letter he,<br>without apology, delivered. to,<br>without apology delivered three.<br>before the final letter he, without,<br>without apologies, deliver. he,<br>deliver he delivered seven stout,<br>robust before the seventh letter. three.<br>before the second letter he. before.<br>without apologies. delivered more.","because the merchant is so greedy, they,<br>despite their weakness always manage) we,<br>resist, the people cannot be his prey,<br>because he is unjust, despite the force,<br>despite the power, even though the mob,<br>because the merchant is unjust. and course,<br>the merchants also are oppress and bob,<br>because they cannot be controlled, although,<br>again, despite their power they have though.",true_poetry,true_poetry,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more grammatical?,grammatical-poem
9a107234-d6cb-43f9-aeeb-0dd6bcd2f89b,the castle of our desire vultures we must be seen <br>the castle with its dark and silent thought <br>we could not open to the ravish 'd cell <br>it might for our poor hearts some reverend locks may find <br>with mantling crags and night to the beaute,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest elm",gpt2,gpt2,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem
cc5899fc-374e-442b-b9dd-caa186d7cbd0,"o year father ,<br>god , that can be a trace<br>that god shall give me that better for this man ?<br>nursery of the wreck and the choice dog . the woven -<br>between us in its only ere hunted .<br>in all","forget it) i was never lonely, just,<br>you know... distracted by my own. i go,<br>to parties, even, where you can be thrust,<br>without remorse, without remorse beyond,<br>beyond affection into someone you,<br>myself ( i never truly wanted blond,<br>until i met my husband ) never knew.<br>i never knew until i met myself.<br>until we were united we were self.",lstm,true_poetry,Which poem has better rhyming?,rhyming-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more readable?,readable-poem
d8c80bcb-a828-42a1-98c4-87111eea61b3,"oh ! for the night is near , <br>and the wild birds go home . <br>you are a long and bitter night <br>and the weak vision that we must part","down in the town a clock strikes six ,<br>the grey east heaven burns and glows ,<br>the dew shines on the thatch of ricks ,<br>a slow old crone comes gathering sticks ,<br>the red cock in the ox-yard crows .",ngram,gutenberg,Which poem is more grammatical?,grammatical-poem,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem,,
1026bc8f-f2da-4a64-a005-a5dc3cc8582f,"they sentenced johnnie doon today<br>for murder , stark and grim :<br>death 's none too dear a price , they say ,<br>for such-like men as him to pay :<br>no need to pity him !","no longer i 'll ere a stone , living indian , nor sat and hearth ,<br>home run to fill and dream<br>rest sad what she would nor dear ,<br>but dark and rays ;<br>you must more a thought and if you deny to praise ,<br>you must confess why your child",gutenberg,lstm,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem,Which poem is more comprehensible?,comprehensible-poem,,
991f5062-1f8c-4258-8d41-7cac730a010c,"please can i have a light , mother ?<br>i never know what to do<br>when the three bears ride on the white bell-horse ,<br>and the mermaid gallops to banbury cross ,<br>and the cheshire cat says “ moo ! ”","the castle of our desire vultures we must be <br>said he, the stirring breezes of the world <br>he shades it sinks, and drowsy the hevens <br>the castle's dark and narrow grate we should not flee <br>the heat washes, but in the blaze",gutenberg,gpt2,Which poem is more melodious?,melodious-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more readable?,readable-poem,,
991f5062-1f8c-4258-8d41-7cac730a010c,"please can i have a light , mother ?<br>i never know what to do<br>when the three bears ride on the white bell-horse ,<br>and the mermaid gallops to banbury cross ,<br>and the cheshire cat says “ moo ! ”","the castle of our desire vultures we must be <br>said he, the stirring breezes of the world <br>he shades it sinks, and drowsy the hevens <br>the castle's dark and narrow grate we should not flee <br>the heat washes, but in the blaze",gutenberg,gpt2,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,,
d24bafd3-0620-49ef-90c9-b69c6341c0e2,"the castle of our desire vultures we should shun <br>and dark elb in the open field <br>by worshippers of dim and tranquil deep <br>the garl and the stones of mroud lincoln, may'st thou nought <br>the heat and burthen of the fields and","some shared a suppliant , their seats contain 'd to brood <br>and crimes like velvet 'd duty to the tree <br>oft through rejected beauty soft and strong <br>the roof , like forest lungs and haughty be",gpt2,jhamtani,Which poem is more grammatical?,grammatical-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more readable?,readable-poem,,
daf76a38-6897-4dd9-a666-6047b7f5b71f,"instead of being happy. i began,<br>against advice to follow, to be lame.<br>i started writing stories only can,<br>against the rules of english grammar. they,<br>instead thereof became about my own,<br>internal feelings of despair. and may,<br>despite the critics, even after) grown.<br>i never married. only lived alone.<br>and only wanted kids, because that) grown.","on st. baron 's tower , commanding<br>half of flanders , his domain ,<br>charles the emperor once was standing ,<br>while beneath him on the landing<br>stood duke alva and his train .",true_poetry,gutenberg,Which poem is more grammatical?,grammatical-poem,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,,
b6cabbf3-d68f-43a1-ba0a-a074b71d84eb,"mysteries still beneath his sin them :<br>children johnson 's , when next raining ,<br>kine for the lover 's kind ,<br>unless all its heart money grief to me<br>here , nor 'll nearer the other day ,<br>makes the lover sleeps — i say :","what is it that , indeed<br>of a should we speak , through the silence , fling ,<br>the didst thy flame might thine own ,<br>rise ! with the table world 's minds on the green ;<br>where windows through the door dews<br>and rude decline , with",lstm,lstm,Which poem is more intense?,intense-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more coherent?,coherent-poem,,
ab67a6b0-937b-460d-a5b3-7f77143b5951,"before her face his dying bosom ran <br>another night receives its cheerful waste <br>’ being , for glory it contrived to view <br>on human anguish ; this deceit has died","the fools tell merit if his ear the plan <br>vainly may touch ’ olympus hied <br>wretch the work as of troy ’ self midnight <br>pride so , kind of age , of his amour",jhamtani,jhamtani,Which poem is more coherent?,coherent-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more readable?,readable-poem,,
7da94831-ea6d-45b0-a4b2-a7b21f522be6,"the blind man to the maiden said ,<br>“ o thou of hearts the truest ,<br>thy countenance is hid from me ;<br>let not my question anger thee !<br>speak , though in words the fewest .","who pray for strife , or muse by fate inspir 'd <br>to trust our council in some requir 'd fight <br>lurk 'd under wounded shores , a neighbouring breast <br>and thus apollo raged , with sacred turn 'd",gutenberg,jhamtani,Which poem is more intense?,intense-poem,Which poem is more readable?,readable-poem,Which poem do you like more?,liking-poem,,
cc5899fc-374e-442b-b9dd-caa186d7cbd0,"o year father ,<br>god , that can be a trace<br>that god shall give me that better for this man ?<br>nursery of the wreck and the choice dog . the woven -<br>between us in its only ere hunted .<br>in all","forget it) i was never lonely, just,<br>you know... distracted by my own. i go,<br>to parties, even, where you can be thrust,<br>without remorse, without remorse beyond,<br>beyond affection into someone you,<br>myself ( i never truly wanted blond,<br>until i met my husband ) never knew.<br>i never knew until i met myself.<br>until we were united we were self.",lstm,true_poetry,Which poem looks more like a real poem?,real-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,,
bf51f36c-18e1-499d-b0f1-395040a98219,"my thoughts arise and fade in solitude ,<br>the verse that would invest them melts away<br>like moonlight in the heaven of spreading day :<br>how beautiful they were , how firm they stood ,<br>flecking the starry sky like woven pearl !","no use for fifty million dollar bill. <br>my mind is only knocking blocks away. <br>with something going over teddy hill, <br>who needs another permanent display. <br><br>they need an open gum department store, <br>we know that there are seven stories tall ! <br>and through this very little wooden floor ! <br>too many people from the english hall.",gutenberg,hafez,Which poem is more grammatical?,grammatical-poem,Which poem is more melodious?,melodious-poem,Which poem is more intense?,intense-poem,Which poem is more readable?,readable-poem
d7e4b0d3-ceab-4a5d-9ad2-f2cc813d3730,"peerless perfect poets ye ,<br>singing songs all songs excelling ,<br>fine as crystal music dwelling<br>in a welling fountain free :<br>peerless perfect poets three !","i go nor more love where april vengeance ,<br>and its light through the hills we see ,<br>and all the companions sleeps the wind ,<br>but bestow the verse<br>is always relief makes ;<br>it gave no prefer upon the ghostly rides ,<br>and wild words is nearer than it .",gutenberg,lstm,Which poem do you like more?,liking-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,,
d7e4b0d3-ceab-4a5d-9ad2-f2cc813d3730,"peerless perfect poets ye ,<br>singing songs all songs excelling ,<br>fine as crystal music dwelling<br>in a welling fountain free :<br>peerless perfect poets three !","i go nor more love where april vengeance ,<br>and its light through the hills we see ,<br>and all the companions sleeps the wind ,<br>but bestow the verse<br>is always relief makes ;<br>it gave no prefer upon the ghostly rides ,<br>and wild words is nearer than it .",gutenberg,lstm,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem,Which poem is more coherent?,coherent-poem,Which poem moves you emotionally more?,moved-poem
41c5db77-dbcf-4e3a-8946-5015e861d5fa,"my grief is in the melted memory story ,<br>when beauty is what the king ?<br>that 's money but pay 'd his mournful eyes ,<br>such when young this lie on ,<br>or from the their ear ,<br>yet all are heard","a little child of a lad , <br>with a look of the world , <br>i see them sing . <br>the sun is in the sky ,",lstm,ngram,Which poem is more intense?,intense-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,,
991f5062-1f8c-4258-8d41-7cac730a010c,"please can i have a light , mother ?<br>i never know what to do<br>when the three bears ride on the white bell-horse ,<br>and the mermaid gallops to banbury cross ,<br>and the cheshire cat says “ moo ! ”","the castle of our desire vultures we must be <br>said he, the stirring breezes of the world <br>he shades it sinks, and drowsy the hevens <br>the castle's dark and narrow grate we should not flee <br>the heat washes, but in the blaze",gutenberg,gpt2,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem
403a7868-2e03-4b89-b2e4-47d4758e3cce,"i have seen you once in the morning , <br>and the cry of the morning star ! ) <br>the winds have ceased to speak , <br>to the great creature of the sea .","( to add his treasure man .<br>oh , dear things came .<br>in all my smile ; i because a year , i know<br>that no loose<br>must behind there ;<br>the food , never lie spiritual ,<br>heaped from his heart ,",ngram,lstm,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,Which poem is more grammatical?,grammatical-poem,,
7da94831-ea6d-45b0-a4b2-a7b21f522be6,"the blind man to the maiden said ,<br>“ o thou of hearts the truest ,<br>thy countenance is hid from me ;<br>let not my question anger thee !<br>speak , though in words the fewest .","who pray for strife , or muse by fate inspir 'd <br>to trust our council in some requir 'd fight <br>lurk 'd under wounded shores , a neighbouring breast <br>and thus apollo raged , with sacred turn 'd",gutenberg,jhamtani,Which poem moves you emotionally more?,moved-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem
1a2e8f22-9c8f-463b-bbaf-e8ab87820ab2,we were not many — we who stood<br>before the iron sleet that day ;<br>yet many a gallant spirit would<br>give half his years if but he could<br>have with us been at monterey .,"th in his darts a formidable blow<br>repel new gods to rival scorn, or shame<br>demand their fight, and level of the foe<br>and æ sar's patron of the monarch's name",gutenberg,deepspeare,Which poem is more comprehensible?,comprehensible-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more intense?,intense-poem,,
1f958abb-5e83-410a-a6db-57ace8c979d5,"i would not ask for me , <br>i 'm not the same in the way , <br>it 's not my heart would be cold , <br>and mine try a show ,","the sun is in the west , <br>the night is still . <br>and i know you are dying , <br>and the little home of the brave ,",ngram,ngram,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem,,
4d2933d0-7802-44b8-b1ae-3c10cd8b555e,"i gaze round me : none for a greeting !<br>by life for the moment unpressed ,<br>my poor wife lies sleeping — and beating<br>a lip-tune in dream false and fleeting ,<br>my child mumbles close to her breast .","alas! the very moment i forgot,<br>until the moment of forgetting) will,<br>without the least assistance of my plot,<br>unfold before my vision, as unfold,<br>unfold, unfolding over time, the whole,<br>unfolding into greater beauty old,<br>familiar, ancient, ancient in so) soul,<br>the story of creation, story, soul,<br>unfold, reveal itself in me in whole.",gutenberg,true_poetry,Which poem looks more like a real poem?,real-poem,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem,,
9a107234-d6cb-43f9-aeeb-0dd6bcd2f89b,the castle of our desire vultures we must be seen <br>the castle with its dark and silent thought <br>we could not open to the ravish 'd cell <br>it might for our poor hearts some reverend locks may find <br>with mantling crags and night to the beaute,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest elm",gpt2,gpt2,Which poem is more readable?,readable-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,,
1a2e8f22-9c8f-463b-bbaf-e8ab87820ab2,we were not many — we who stood<br>before the iron sleet that day ;<br>yet many a gallant spirit would<br>give half his years if but he could<br>have with us been at monterey .,"th in his darts a formidable blow<br>repel new gods to rival scorn, or shame<br>demand their fight, and level of the foe<br>and æ sar's patron of the monarch's name",gutenberg,deepspeare,Which poem is more melodious?,melodious-poem,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,Which poem do you like more?,liking-poem
